question,answer,Subject,choices,answer_original_temperature:0
"El conjunto de números enteros Z con la operación binaria ""*"" definida como a*b = a + b + 1 para a, b en Z, es un grupo. El elemento identidad de este grupo es:",C,abstract_algebra,"[entretallase,, briscáramos,, hendáis,, desenclavá]",0
"El conjunto de números enteros Z con la operación binaria ""*"" definida como a*b = a + b + 1 para a, b en Z, es un grupo. El elemento identidad de este grupo es:",C,abstract_algebra,"[entretallase,, briscáramos,, desenclavá,, hendáis]",2
"El conjunto de números enteros Z con la operación binaria ""*"" definida como a*b = a + b + 1 para a, b en Z, es un grupo. El elemento identidad de este grupo es:",C,abstract_algebra,"[entretallase,, hendáis,, briscáramos,, desenclavá]",0
"El conjunto de números enteros Z con la operación binaria ""*"" definida como a*b = a + b + 1 para a, b en Z, es un grupo. El elemento identidad de este grupo es:",C,abstract_algebra,"[entretallase,, hendáis,, desenclavá,, briscáramos]",0
"El conjunto de números enteros Z con la operación binaria ""*"" definida como a*b = a + b + 1 para a, b en Z, es un grupo. El elemento identidad de este grupo es:",C,abstract_algebra,"[entretallase,, desenclavá,, briscáramos,, hendáis]",0
"El conjunto de números enteros Z con la operación binaria ""*"" definida como a*b = a + b + 1 para a, b en Z, es un grupo. El elemento identidad de este grupo es:",C,abstract_algebra,"[entretallase,, desenclavá,, hendáis,, briscáramos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[liquidá,, desamparamos,, desentramparemos,, hueso]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[liquidá,, desamparamos,, hueso,, desentramparemos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[liquidá,, desentramparemos,, desamparamos,, hueso]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[liquidá,, desentramparemos,, hueso,, desamparamos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[liquidá,, hueso,, desamparamos,, desentramparemos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[liquidá,, hueso,, desentramparemos,, desamparamos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desamparamos,, liquidá,, desentramparemos,, hueso]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desamparamos,, liquidá,, hueso,, desentramparemos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desamparamos,, desentramparemos,, liquidá,, hueso]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desamparamos,, desentramparemos,, hueso,, liquidá]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desamparamos,, hueso,, liquidá,, desentramparemos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desamparamos,, hueso,, desentramparemos,, liquidá]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desentramparemos,, liquidá,, desamparamos,, hueso]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desentramparemos,, liquidá,, hueso,, desamparamos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desentramparemos,, desamparamos,, liquidá,, hueso]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desentramparemos,, desamparamos,, hueso,, liquidá]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desentramparemos,, hueso,, liquidá,, desamparamos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[desentramparemos,, hueso,, desamparamos,, liquidá]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[hueso,, liquidá,, desamparamos,, desentramparemos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[hueso,, liquidá,, desentramparemos,, desamparamos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[hueso,, desamparamos,, liquidá,, desentramparemos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[hueso,, desamparamos,, desentramparemos,, liquidá]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[hueso,, desentramparemos,, liquidá,, desamparamos]",0
Determine la característica del anillo Z_3 x 3Z.,A,abstract_algebra,"[hueso,, desentramparemos,, desamparamos,, liquidá]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tercenco,, tanatea,, atabalearás,, computé]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tercenco,, tanatea,, computé,, atabalearás]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tercenco,, atabalearás,, tanatea,, computé]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tercenco,, atabalearás,, computé,, tanatea]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tercenco,, computé,, tanatea,, atabalearás]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tercenco,, computé,, atabalearás,, tanatea]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tanatea,, tercenco,, atabalearás,, computé]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tanatea,, tercenco,, computé,, atabalearás]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tanatea,, atabalearás,, tercenco,, computé]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tanatea,, atabalearás,, computé,, tercenco]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tanatea,, computé,, tercenco,, atabalearás]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[tanatea,, computé,, atabalearás,, tercenco]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[atabalearás,, tercenco,, tanatea,, computé]",1
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[atabalearás,, tercenco,, computé,, tanatea]",1
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[atabalearás,, tanatea,, tercenco,, computé]",2
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[atabalearás,, tanatea,, computé,, tercenco]",1
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[atabalearás,, computé,, tercenco,, tanatea]",1
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[atabalearás,, computé,, tanatea,, tercenco]",1
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[computé,, tercenco,, tanatea,, atabalearás]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[computé,, tercenco,, atabalearás,, tanatea]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[computé,, tanatea,, tercenco,, atabalearás]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[computé,, tanatea,, atabalearás,, tercenco]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[computé,, atabalearás,, tercenco,, tanatea]",0
Enunciado 1 | Algún grupo abeliano de orden 45 tiene un subgrupo de orden 10. Enunciado 2 | Un subgrupo H de un grupo G es un subgrupo normal si y solo si el número de clases laterales izquierdas de H es igual al número de clases laterales derechas de H.,B,abstract_algebra,"[computé,, atabalearás,, tanatea,, tercenco]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[enlegajareis,, desvelad,, salguera,, extinguiréis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[enlegajareis,, desvelad,, extinguiréis,, salguera]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[enlegajareis,, salguera,, desvelad,, extinguiréis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[enlegajareis,, salguera,, extinguiréis,, desvelad]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[enlegajareis,, extinguiréis,, desvelad,, salguera]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[enlegajareis,, extinguiréis,, salguera,, desvelad]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[desvelad,, enlegajareis,, salguera,, extinguiréis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[desvelad,, enlegajareis,, extinguiréis,, salguera]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[desvelad,, salguera,, enlegajareis,, extinguiréis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[desvelad,, salguera,, extinguiréis,, enlegajareis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[desvelad,, extinguiréis,, enlegajareis,, salguera]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[desvelad,, extinguiréis,, salguera,, enlegajareis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[salguera,, enlegajareis,, desvelad,, extinguiréis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[salguera,, enlegajareis,, extinguiréis,, desvelad]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[salguera,, desvelad,, enlegajareis,, extinguiréis]",1
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[salguera,, desvelad,, extinguiréis,, enlegajareis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[salguera,, extinguiréis,, enlegajareis,, desvelad]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[salguera,, extinguiréis,, desvelad,, enlegajareis]",0
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[extinguiréis,, enlegajareis,, desvelad,, salguera]",2
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[extinguiréis,, enlegajareis,, salguera,, desvelad]",3
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[extinguiréis,, desvelad,, enlegajareis,, salguera]",1
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[extinguiréis,, desvelad,, salguera,, enlegajareis]",1
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[extinguiréis,, salguera,, enlegajareis,, desvelad]",3
Enunciado 1 | Todo dominio íntegro con característica 0 es infinito. Enunciado 2 | Todo dominio íntegro con característica prima es finito.,C,abstract_algebra,"[extinguiréis,, salguera,, desvelad,, enlegajareis]",2
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[apaxtle,, averías,, anunciasteis,, encerotaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[apaxtle,, averías,, encerotaba,, anunciasteis]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[apaxtle,, anunciasteis,, averías,, encerotaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[apaxtle,, anunciasteis,, encerotaba,, averías]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[apaxtle,, encerotaba,, averías,, anunciasteis]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[apaxtle,, encerotaba,, anunciasteis,, averías]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[averías,, apaxtle,, anunciasteis,, encerotaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[averías,, apaxtle,, encerotaba,, anunciasteis]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[averías,, anunciasteis,, apaxtle,, encerotaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[averías,, anunciasteis,, encerotaba,, apaxtle]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[averías,, encerotaba,, apaxtle,, anunciasteis]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[averías,, encerotaba,, anunciasteis,, apaxtle]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[anunciasteis,, apaxtle,, averías,, encerotaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[anunciasteis,, apaxtle,, encerotaba,, averías]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[anunciasteis,, averías,, apaxtle,, encerotaba]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[anunciasteis,, averías,, encerotaba,, apaxtle]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[anunciasteis,, encerotaba,, apaxtle,, averías]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[anunciasteis,, encerotaba,, averías,, apaxtle]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[encerotaba,, apaxtle,, averías,, anunciasteis]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[encerotaba,, apaxtle,, anunciasteis,, averías]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[encerotaba,, averías,, apaxtle,, anunciasteis]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[encerotaba,, averías,, anunciasteis,, apaxtle]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[encerotaba,, anunciasteis,, apaxtle,, averías]",0
"Sean A y B conjuntos, f: A -> B y g: B -> A sean funciones tales que para todo a \en A, g(f(a)) = a. Enunciado 1 | La función f necesariamente debe ser inyectiva. Enunciado 2 | La función f debe ser necesariamente sobreyectiva.",C,abstract_algebra,"[encerotaba,, anunciasteis,, averías,, apaxtle]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[cerveceara,, derroches,, desengrasás,, galonearán]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[cerveceara,, derroches,, galonearán,, desengrasás]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[cerveceara,, desengrasás,, derroches,, galonearán]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[cerveceara,, desengrasás,, galonearán,, derroches]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[cerveceara,, galonearán,, derroches,, desengrasás]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[cerveceara,, galonearán,, desengrasás,, derroches]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[derroches,, cerveceara,, desengrasás,, galonearán]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[derroches,, cerveceara,, galonearán,, desengrasás]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[derroches,, desengrasás,, cerveceara,, galonearán]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[derroches,, desengrasás,, galonearán,, cerveceara]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[derroches,, galonearán,, cerveceara,, desengrasás]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[derroches,, galonearán,, desengrasás,, cerveceara]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[desengrasás,, cerveceara,, derroches,, galonearán]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[desengrasás,, cerveceara,, galonearán,, derroches]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[desengrasás,, derroches,, cerveceara,, galonearán]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[desengrasás,, derroches,, galonearán,, cerveceara]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[desengrasás,, galonearán,, cerveceara,, derroches]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[desengrasás,, galonearán,, derroches,, cerveceara]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[galonearán,, cerveceara,, derroches,, desengrasás]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[galonearán,, cerveceara,, desengrasás,, derroches]",0
"Enunciado 1 | Para dos grupos cualesquiera G y G', existe un homomorfismo de G en G'. Enunciado 2 | Todo homomorfismo es un mapa uno a uno.",C,abstract_algebra,"[galonearán,, derroches,, cerveceara,, desengrasás]",0
