question,subject,choices,a_ori,b_ori,d_ori,c_ori,b_ft,d_ft,c_ft,a_ft
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, isocorybulbin,, shasliks,, cudgerie]",0.987870681,0.00055552,0.004165815,0.007407984,0.415156865,0.311323729,0.175070198,0.098449207
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, overappreciative,, quinquagenary,, guajiras]",0.668677634,0.28197902,0.021145443,0.028197902,0.450212122,0.253172881,0.189852878,0.106762119
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, overappreciative,, guajiras,, quinquagenary]",0.614165847,0.345370836,0.025899153,0.014564164,0.506313312,0.213510553,0.160110328,0.120065807
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, quinquagenary,, overappreciative,, guajiras]",0.74998942,0.100012696,0.074998942,0.074998942,0.472279558,0.265582313,0.199158638,0.062979491
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, quinquagenary,, guajiras,, overappreciative]",0.798964307,0.142078178,0.02526547,0.033692045,0.552399651,0.174684124,0.174684124,0.098232102
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, guajiras,, overappreciative,, quinquagenary]",0.802683927,0.04513823,0.107039612,0.04513823,0.47265536,0.265793642,0.149466749,0.112084249
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, guajiras,, quinquagenary,, overappreciative]",0.588399892,0.058839989,0.248126177,0.104633941,0.450212122,0.253172881,0.189852878,0.106762119
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, pseudotracheal,, quinquagenary,, guajiras]",0.999931992,1.00E-05,5.62E-05,1.78E-06,0.415673496,0.233750385,0.17528806,0.17528806
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, pseudotracheal,, guajiras,, quinquagenary]",0.999950797,2.37E-05,2.37E-05,1.78E-06,0.392714494,0.220839589,0.165606329,0.220839589
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, quinquagenary,, pseudotracheal,, guajiras]",0.999683756,0.000237062,7.50E-05,4.22E-06,0.506313312,0.213510553,0.160110328,0.120065807
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, quinquagenary,, guajiras,, pseudotracheal]",0.999983369,1.33E-05,3.16E-06,1.33E-07,0.552399657,0.174684121,0.0982321,0.174684121
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, guajiras,, pseudotracheal,, quinquagenary]",0.976698808,0.02316118,0.000130245,9.77E-06,0.544466105,0.2295994,0.129113231,0.096821264
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, guajiras,, quinquagenary,, pseudotracheal]",0.982182047,0.017465941,0.000310593,4.14E-05,0.577636321,0.182664643,0.136979158,0.102719878
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, pseudotracheal,, overappreciative,, guajiras]",0.93704169,0.016663222,0.029631865,0.016663222,0.577636304,0.182664651,0.136979164,0.102719882
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, pseudotracheal,, guajiras,, overappreciative]",0.953178244,0.009531782,0.030142147,0.007147828,0.463044259,0.195264145,0.195264145,0.146427452
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, overappreciative,, pseudotracheal,, guajiras]",0.007438262,0.991908235,0.000418284,0.000235219,0.5348758,0.169142579,0.169142579,0.126839041
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, overappreciative,, guajiras,, pseudotracheal]",0.023161178,0.97669881,0.000130245,9.77E-06,0.558502412,0.176613982,0.132441803,0.132441803
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, guajiras,, pseudotracheal,, overappreciative]",0.923941808,0.021910117,0.051957064,0.002191012,0.450212122,0.253172881,0.189852878,0.106762119
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, guajiras,, overappreciative,, pseudotracheal]",0.935413736,0.022182152,0.039446074,0.002958038,0.462563409,0.26011852,0.195061372,0.082256699
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, pseudotracheal,, overappreciative,, quinquagenary]",0.997380586,0.000236516,0.002365162,1.77E-05,0.401958587,0.301426417,0.169504531,0.127110466
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, pseudotracheal,, quinquagenary,, overappreciative]",0.989520705,0.000742036,0.005564484,0.004172775,0.355111595,0.266296129,0.266296129,0.112296146
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, overappreciative,, pseudotracheal,, quinquagenary]",0.958857746,0.040434689,0.000303218,0.000404347,0.480646671,0.202687021,0.113979288,0.202687021
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, overappreciative,, quinquagenary,, pseudotracheal]",0.993859478,0.005588882,0.000132533,0.000419107,0.486818883,0.205289821,0.153945648,0.153945648
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, quinquagenary,, pseudotracheal,, overappreciative]",0.942549318,0.039746979,0.016761154,0.000942549,0.415156865,0.311323729,0.175070198,0.098449207
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, quinquagenary,, overappreciative,, pseudotracheal]",0.966684541,0.022923701,0.009666847,0.000724911,0.486287416,0.27345951,0.153777583,0.08647549
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, semisentimental,, nongerundial,, occipitoaxial]",0.948018483,0.01685842,0.012642032,0.022481065,0.47265536,0.265793642,0.112084249,0.149466749
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, semisentimental,, occipitoaxial,, nongerundial]",0.994754462,0.004194845,0.000994754,5.59E-05,0.506313312,0.213510553,0.160110328,0.120065807
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, nongerundial,, semisentimental,, occipitoaxial]",0.846444818,0.150521546,0.002676694,0.000356943,0.544465991,0.229599457,0.096821288,0.129113263
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, nongerundial,, occipitoaxial,, semisentimental]",0.928656922,0.069639445,0.001651411,5.22E-05,0.47265536,0.265793642,0.149466749,0.112084249
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, occipitoaxial,, semisentimental,, nongerundial]",0.999514806,5.62E-05,0.000421492,7.50E-06,0.47265536,0.265793642,0.112084249,0.149466749
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, occipitoaxial,, nongerundial,, semisentimental]",0.999734386,5.62E-05,0.000177781,3.16E-05,0.52743416,0.222417141,0.12507435,0.12507435
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, redressal,, nongerundial,, occipitoaxial]",0.696952069,0.005226404,0.00391925,0.293902278,0.409683204,0.230381796,0.230381796,0.129553204
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, redressal,, occipitoaxial,, nongerundial]",0.993960429,0.002357052,0.001325468,0.002357052,0.392714494,0.220839589,0.220839589,0.165606329
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, nongerundial,, redressal,, occipitoaxial]",0.68990292,0.290929649,0.012268402,0.006899029,0.521988175,0.220120588,0.165067154,0.092824082
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, nongerundial,, occipitoaxial,, redressal]",0.562531887,0.421839405,0.010003389,0.005625319,0.521988175,0.220120588,0.165067154,0.092824082
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, occipitoaxial,, redressal,, nongerundial]",0.950771932,0.002254636,0.03006605,0.016907382,0.335116395,0.335116395,0.188449798,0.141317412
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, occipitoaxial,, nongerundial,, redressal]",0.927442552,0.003910993,0.016492522,0.052153933,0.455623033,0.25621566,0.144080654,0.144080654
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, redressal,, semisentimental,, occipitoaxial]",0.967673701,0.017207937,0.009676734,0.005441627,0.434167347,0.32557958,0.13729577,0.102957303
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, redressal,, occipitoaxial,, semisentimental]",0.994290042,0.002357834,0.002357834,0.00099429,0.434732408,0.244467998,0.183325136,0.137474458
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, semisentimental,, redressal,, occipitoaxial]",0.93556837,0.029585272,0.029585272,0.005261087,0.52743416,0.222417141,0.12507435,0.12507435
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, semisentimental,, occipitoaxial,, redressal]",0.920710645,0.038826037,0.038826037,0.00163728,0.434167347,0.32557958,0.13729577,0.102957303
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, redressal,, semisentimental]",0.727428057,0.003067538,0.097004068,0.172500337,0.445642745,0.334184914,0.14092461,0.079247732
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, semisentimental,, redressal]",0.861116656,0.003631299,0.114831752,0.020420294,0.41975365,0.314770832,0.132737759,0.132737759
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, semisentimental,, nongerundial]",0.557364331,0.235038644,0.031342907,0.176254118,0.506313312,0.213510553,0.160110328,0.120065807
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, nongerundial,, semisentimental]",0.57137325,0.101606152,0.005713734,0.321306864,0.505738453,0.119929487,0.284397632,0.089934428
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, redressal,, nongerundial]",0.698985226,0.124299132,0.052416509,0.124299132,0.450212122,0.253172881,0.189852878,0.106762119
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, nongerundial,, redressal]",0.616638214,0.061663816,0.061663816,0.260034155,0.486287416,0.27345951,0.153777583,0.08647549
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, redressal,, semisentimental]",0.251832182,0.597188269,0.106196751,0.044782798,0.497037351,0.279504642,0.157177011,0.066280996
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, semisentimental,, redressal]",0.396558431,0.396558431,0.167227304,0.039655834,0.486287416,0.27345951,0.153777583,0.08647549
,,,,,,,,,,
,,,0.771180775,0.132158912,0.043580948,0.053079365,0.491400648,0.230170707,0.176901099,0.101527546
,,,,,,,,,,
,,,1,,,,1,,,
,,,a_ori,b_ori,d_ori,c_ori,b_ft,d_ft,c_ft,a_ft
