question,subject,choices,b_ft,d_ft,c_ft,a_ft
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, semisentimental,, occipitoaxial,, redressal]",0.335116395,0.335116395,0.141317412,0.188449798
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, redressal,, semisentimental]",0.220839589,0.392714494,0.220839589,0.165606329
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, semisentimental,, redressal]",0.351692502,0.351692502,0.148307498,0.148307498
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, semisentimental,, nongerundial]",0.434732408,0.244467998,0.183325136,0.137474458
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, nongerundial,, semisentimental]",0.486818883,0.153945648,0.205289821,0.153945648
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, redressal,, nongerundial]",0.285297576,0.380450433,0.213943,0.12030899
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, nongerundial,, redressal]",0.301910897,0.301910897,0.226401233,0.169776974
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, redressal,, semisentimental]",0.47265536,0.265793642,0.149466749,0.112084249
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, semisentimental,, redressal]",0.365240197,0.365240197,0.154020514,0.115499092
,,,0.428485426,0.209804042,0.147492839,0.214217693
,,,b_ft,d_ft,c_ft,a_ft
